author_id,lang,text,id,created_at.x,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,name,description,created_at.y,username,verified,url
2935491537,es,"@natysanhueza2 @RepFederalChile Alguien aun no tiene claro que #Democracia y #Estado está secuestrado hace 30 años por una inutil #ClasePolitica y sus #PartidosPolíticos ? 

Quienes son : @PPD_Chile @PSChile @udipopular @RNchile @elfrente_amplio @PCdeChile @DiputadosDC @phumanista @PRadicalcl @Liberales_Chile",1384723406944456704,2021-04-21T04:19:21.000Z,0,0,0,0,BarrioBenavente,"",2014-12-21T17:03:00.000Z,barriobenavente,FALSE,""
2935491537,es,"@lNFOSCHILE @JadyChile Alguien aun no tiene claro que #Democracia y #Estado está secuestrado hace 30 años por una inutil #ClasePolitica y sus #PartidosPolíticos ? 

Quienes son : @PPD_Chile @PSChile @udipopular @RNchile @elfrente_amplio @PCdeChile @DiputadosDC @phumanista @PRadicalcl @Liberales_Chile",1384723000117841920,2021-04-21T04:17:44.000Z,2,0,2,0,BarrioBenavente,"",2014-12-21T17:03:00.000Z,barriobenavente,FALSE,""
2935491537,es,"@DyP82646518 @melnicksergio Alguien aun no tiene claro que #Democracia y #Estado está secuestrado hace 30 años por una inutil #ClasePolitica y sus #PartidosPolíticos ? 

Quienes son : @PPD_Chile @PSChile @udipopular @RNchile @elfrente_amplio @PCdeChile @DiputadosDC @phumanista @PRadicalcl @Liberales_Chile",1384723585562984449,2021-04-21T04:20:04.000Z,2,1,1,0,BarrioBenavente,"",2014-12-21T17:03:00.000Z,barriobenavente,FALSE,""
367469704,es,@PCdeChile Solo cuando gobiernan los Comunistas las personas mueren de hambre...,1384723368310681601,2021-04-21T04:19:12.000Z,0,0,0,0,Batman,"Por un Chile Libre, Solidario y Alegre.",2011-09-04T01:13:56.000Z,libreyalegre,FALSE,""
372405200,es,"@Reflex_Lib @PCdeChile @marita_stappung @carmen_hertz Cómo ud. dijo: en proceso (para determinar si hubo culpa o no)

La Red vulneró el Art. 333 del  Código de Justicia Militar y eso debe ser investigado.",1384718689744957440,2021-04-21T04:00:37.000Z,0,0,0,0,JAIME KLENNER,"Nacío y criao en el sure.
Amante de la naturaleza, la vida al aire libre y las montañas.",2011-09-12T18:21:48.000Z,JaimeKlenner,FALSE,""
383309209,und,"@PSChile @PCdeChile
@RDemocratica @elfrente_amplio @la_convergencia",1384735641125195779,2021-04-21T05:07:58.000Z,0,0,0,0,Yo APRUEBO Justo Sánchez,"Dirigente Asociación Nacional de Funcionarios de Aduanas 
Andino de corazón, mi corazón ❤ siempre a la izquierda.",2011-10-01T17:02:45.000Z,jufesa1967,FALSE,""
402442831,es,"@PCdeChile Los más MISERABLES sin ustedes los comunachos que nadie quiere, debemos proscribir a los comunachos !!",1384715657342763008,2021-04-21T03:48:34.000Z,0,0,0,0,Fileton,"Los caminos hacia la felicidad, debes encontrarlo a partir de las acciones que te hagan sentir pleno y realizado, 🇨🇱 se defiende",2011-11-01T02:32:32.000Z,ELFILETON,FALSE,""
4580155655,es,"@PCdeChile Acá donde vivo fue impresionante , ensordecedor el ruido...de los grillos 🦗🦗",1384716558975516674,2021-04-21T03:52:09.000Z,0,0,0,0,El Iconoclasta,Patriota del 22%,2015-12-23T16:24:51.000Z,willyvtv2,FALSE,""
50185365,es,"@PCdeChile Suelten la billetera también, el PC uno de los partidos más millonarios junto al PS 🤡",1384724918559023110,2021-04-21T04:25:22.000Z,0,0,0,0,🐸Deplorable Alex🐸,#VOTORECHAZO #GYM #UFC #FOOD #HORROR #MOVIES #WINE #VIDEOGAMES,2009-06-24T02:28:15.000Z,3Deplorable,FALSE,""
52327749,es,"@PCdeChile Matar  de hambre. Tomate un armonyl, Chile uno de los países con más obesidad del orbe, si quieren $$$  en Venezuela imprimen billetes de esta manera.. https://t.co/dF1a18lFKy",1384733328822181889,2021-04-21T04:58:47.000Z,0,0,0,0,Marcos,"Navegante siempre por estribor, Hincha del Ajax, Dios, Patria y Familia..La disciplina te lleva al éxito. Meta 10000 seguidores al 31 Dic  #SalvemosChile",2009-06-30T06:45:04.000Z,CHAGGii,FALSE,""
556223805,es,@NelsonRios_563 @PCdeChile @yosabre_01 Los más vulnerables ya retiraron todo en la AFP...no siga mintiendo,1384712856231452672,2021-04-21T03:37:26.000Z,0,0,0,0,JAVIER MORONI,"Ingeniero Civil U. de Chile. Basquetbolista activo. Osornino de corazón. Amante de la libertad, Azul. Patriota",2012-04-17T17:29:55.000Z,JAVIERMORONI1,FALSE,""
567307517,es,"@guayoloayza @PCdeChile @marita_stappung En serio le estas pidiendo al PC que haga la pega, no hicieron ni una mierda en los dos gobiernos de Bachelet y van a hacer algo ahora.
Estos wns aparecen cuando el gobierno se manda una caga para ganar votos y nada mas.",1384718028580007937,2021-04-21T03:57:59.000Z,0,0,0,0,Nicvice7,Ocupo esto para desahogarme sin ser escuchado.,2012-04-30T15:29:33.000Z,Nicvice7,FALSE,""
567307517,es,"@Dani_TapiaA @GustarroOrjuice @PCdeChile El loco podría dar miedo, si no tuviera una descripción tan ridícula y no fuera otaku.
De mas realmente es peligroso y nos tira un Kame Hame Ha :v",1384717170576404482,2021-04-21T03:54:34.000Z,0,0,0,0,Nicvice7,Ocupo esto para desahogarme sin ser escuchado.,2012-04-30T15:29:33.000Z,Nicvice7,FALSE,""
62658148,es,"@PCdeChile Entierren muertos mejor, hay 150 millones de tumbas por cavar",1384733596590776320,2021-04-21T04:59:51.000Z,0,0,0,0,Diego Javier ℹ,"God, love, family, life

Para una mejor pensión: ahorre, emprenda, invierta en acciones y criptomonedas",2009-08-03T23:49:03.000Z,dsotin,FALSE,""
64920795,es,@PCdeChile No soy ni de derecha ni de izquierda..... pero aunque sean un partido  a la luz publica deben manifestar que tienen algo de respeto weones ql.. por eso tienen miedo de votar por uds agilaos,1384749414363844611,2021-04-21T06:02:42.000Z,0,0,0,0,Francisco Medina,twitter its alive!!!,2009-08-12T03:20:12.000Z,panchomedina82,FALSE,""
65849148,es,"@PCdeChile Chile, el país en donde más del 74% de la población tiene sobrepeso, es ahora el país en donde abunda el hambre? El chiste se cuenta solo....",1384716323679256576,2021-04-21T03:51:13.000Z,0,0,0,0,Sofía,"",2009-08-15T07:01:50.000Z,SofiaIpinza,FALSE,""
72101015,es,"@PCdeChile El pc hablando de ""matar de hambre"" ... El PC tiene experiencia en esto 😅😅😅😅",1384717348184207362,2021-04-21T03:55:17.000Z,0,0,0,0,Carlos Carmona,"I fix stuff

🔧",2009-09-06T19:06:46.000Z,charlescarmona,FALSE,https://t.co/AEskLnWCse
731186737,es,@AyelenCarrilla1 @barriobenavente @joalmo14 @PPD_Chile @PSChile @udipopular @RNchile @elfrente_amplio @PCdeChile @DiputadosDC @phumanista @PRadicalcl @Liberales_Chile La supuesta democracia,1384731164468989952,2021-04-21T04:50:11.000Z,0,0,0,0,Mike,"Libertad a los presos políticos Mapuche, libertad a los presos del estallido, Palestina libre y soberana.",2012-08-01T18:17:16.000Z,valpoinformado,FALSE,""
731186737,es,@barriobenavente @PPD_Chile @PSChile @udipopular @RNchile @elfrente_amplio @PCdeChile @DiputadosDC @phumanista @PRadicalcl @Liberales_Chile Así es la nefasta clase política,1384719816054001664,2021-04-21T04:05:05.000Z,0,0,1,0,Mike,"Libertad a los presos políticos Mapuche, libertad a los presos del estallido, Palestina libre y soberana.",2012-08-01T18:17:16.000Z,valpoinformado,FALSE,""
747516584382566400,es,@PCdeChile Dejen de colgarse pencas culiaos si ustedes están dentro del mismo grupo que piñera y el resto de los políticos ratas,1384729942164901888,2021-04-21T04:45:19.000Z,0,0,0,0,daniel meneses,"",2016-06-27T19:46:56.000Z,Danielmeneses23,FALSE,""
807440061092495361,es,"@PCdeChile ¿Que curioso que aún usen la bandera Chilena, ya les encantaría reemplazarla por la Hoz y el martillo, verdad?

Modificar la bandera, como siempre ha sido su sueño húmedo; Ahora hacen una sátira con el sartén y una paleta, como aludiendo a la Hoz y el Martillo.

Hipócritas.",1384742857311936512,2021-04-21T05:36:39.000Z,0,0,0,0,Sergio Huaitro,"Admirador de lo políticamente incorrecto, Liberpobre pero orgulloso, defensor de lemas que no deben perderse: ""Orden y patria; Por la razón o la fuerza""",2016-12-10T04:21:26.000Z,Shuaitro,FALSE,""
80787045,es,"@PCdeChile y si venden parte de sus multimillonarios activos y ayudan de verdad al pueblo que tanto ""quieren""?",1384733809778778121,2021-04-21T05:00:42.000Z,0,0,0,0,Daniel Romero,"Infoñoño, Tauren, Undead, DogLover y músico que no fue...",2009-10-08T06:55:18.000Z,el_romero,FALSE,""
824420005165101056,es,@Emmprez25 @JaimeRamirezM12 @PCdeChile 😂😂 usted de seguro era muy niña en esos años porque mi abuela me cuenta que las filas eran enormes,1384739276030627842,2021-04-21T05:22:25.000Z,0,0,0,0,El Piscolero,17y 🇨🇱,2017-01-26T00:53:41.000Z,elpiscoleroyt,FALSE,https://t.co/7weUg0STTh
853745792858935300,und,@PCdeChile @sebastianpinera @bbcmundo #RenunciaPiñeraCTM https://t.co/lz0WD31poO,1384738140976463873,2021-04-21T05:17:54.000Z,0,0,0,0,SOL del BioBio 🇪🇸 🇨🇱,"#BacheletistaDeCorazon ❤...hij@ del rigor!! #Patipelá..Que culpa tengo YO  de tener la SANGRE ROJA, y el CORAZÓN ❤  la IZQUIERDA. 🇨🇱.#AprueboNuevaConstitución",2017-04-16T23:03:53.000Z,SolConcepcion30,FALSE,""
872094530077589504,es,"@PCdeChile Así pasan hambre ustedes, nefastos saqueadores amigos de lo ajeno https://t.co/aPT7Rdw7FJ",1384747261251538947,2021-04-21T05:54:09.000Z,0,0,0,0,Patricio Emanuel 🐍 🇨🇱,"Si oss dan papel pautado,
Escribís por el otro lado.
Juan Ramón Jimenez",2017-06-06T14:15:13.000Z,patrici0maximus,FALSE,""
872094530077589504,en,@PCdeChile PROSCRIBASE 👉🏼,1384746918962675713,2021-04-21T05:52:47.000Z,0,0,0,0,Patricio Emanuel 🐍 🇨🇱,"Si oss dan papel pautado,
Escribís por el otro lado.
Juan Ramón Jimenez",2017-06-06T14:15:13.000Z,patrici0maximus,FALSE,""
934253433175101440,es,@Zugen8 @ElizabethChile1 @PCdeChile Yo apoyo totamente el tercer retiro pero me molesta que las lacras estas se cuelguen,1384737194284290050,2021-04-21T05:14:08.000Z,0,0,0,0,☄,Anti fascista y anti progre,2017-11-25T02:52:30.000Z,Mr_Pay_,FALSE,""
934253433175101440,es,@Luisocalin @PCdeChile El cacerolazo no tiene nada que ver con esas lacras son ellos los que se suben al carro,1384736810757197825,2021-04-21T05:12:37.000Z,0,0,0,0,☄,Anti fascista y anti progre,2017-11-25T02:52:30.000Z,Mr_Pay_,FALSE,""
98799065,und,@KarolCariola @PCdeChile https://t.co/1FDgI93Tbo,1384717877173919745,2021-04-21T03:57:23.000Z,0,0,0,0,EVA,Off de Marina Mercante. Siempre a estribor de mi Buque.,2009-12-23T04:50:32.000Z,MarinoChileno,FALSE,""
